,0
169,"Hello,

I had a diagnosis last summer of PTSD with depersonalization symptoms. I am going to find a new therapist to get a final diagnosis and a second opinion. I was wondering if anyone could relate to some things that I do, that has been diagnosed with a dissociative disorder. 

When I was a kid I played that house game, like many other children. It just never went away for me and when I got into my tween years, I was take from school and left very isolated (neglected/emotional abuse) and I would pretend to be characters. I had three set characters (plus the side characters- it was very detailed) and still remember their names now. But I would also pretend to be animals. It usually involved me having magical powers. This then led me to pretend that a movie character or anyone that I liked was watching me. I knew it wasn't real though.

I finally stopped pretending to be made up characters when I was 17 years old. I have not acted out other characters since then, except for my occasional regression into child-like tendencies. I am a little (bdsm). 

Now I go to school and work full-time. Everything is going well, mostly but I still find myself pretending that certain people are watching me. I will pick a spot in the room and imagine them sitting there watching me. It helps me feel less alone but I realize that it sounds crazy and I do not tell anyone about this. 

Can anyone here relate to this? I find myself trying to understand why I do this and if anyone else does it or anything similar. 

Thank you,
Rose"
170,"So I had an emergency psychiatrist appointment today. I’m not coping. My keyworker was meant to attend with me but they were short staffed so I had to go alone. The cmht provided a cpn to sit with me and get me back safely because I was so distressed I couldn’t get myself back. One of the many reasons I needed staff with me as I do every time I go out.

I get back into the building and lose time. Then it’s 2 hours later and I’m in the lounge with the police, paramedics and my therapist. It seems my aggressive suicidal alter took over but no one will tell me what happened to get the police involved. I’m injured but not badly. From what I gather from my feelings before I felt abandoned and angry and unheard and uncared for and like my needs weren’t being met. I think this triggered a switch.

The police were going to rake me to hospital under a section 136 but didn’t because I switched back and seemed calm and just wanted to sleep. I took medication and went to bed I just woke up."
171,"Hello
Ive dealt with derealisation for the past 3-4 years and I believe its gotten worse.
I originally went to get help for it and I came back with a completely different diagnosis (they told me the reason for my train of thought and delusions was due to an incurable neurological condition, they never actually treated my problem, just informed me of the possible cause).
At first, my derealisation was mainly delusion-based. Then it developed into a severe anxiety symptom (my detachment would induce panic attacks and anxiety). But now I fear my detachment is constant.
My derealisation (ill call it DR) was never ever treated. I was never taught, in my years of ""mental health support"" how to not detach myself as a coping mechanism. In fact, they offered me anti depressants, as a way to detach myself in a more controlled way, yet I was already constantly detached. Over the past year, in certain situations, I blocked out all feelings. I would trick myself into forgetting all anxiety and worry and just doing things rather than letting my train of thought warn me of my boundaries. I would feel nothing in bad times to the point where now I feel nothing all the time. To be devoid of emotion yet still have access to thoughts when mentally ill is dangerous. I feel nothing everyday, it feels so empty. I have moments of laughter, but never really happiness. This paired with my extreme loneliness and isolation (which I have been trying for a very long time to change) has shuffled me into the area of suicidal thoughts.
Ive dealt with suicidal thoughts in the past, yet I felt emotion. These emotions and my emotional awareness helped me overcome the thoughts to an extent of not actually going through with it.
Now I have nothing holding me back and the idea of taking my own life feels like a great solution when living is just this big empty void. Ive tried to get help. I believe in helping yourself works.
Id like some advice from anybody who has felt emotionally detached (like a constant detachment) and has either received advice or taught themselves to get back in touch with how they feel. I currently have zero ways to help what im going through. Forcing myself to do things that are supposedly emotionally impacting do nothing except remind me further of my state because again, nothing works. Even as a very anxious person, or a very socially shy person, those things almost aren't part of me anymore. I haven't overcome my anxieties, Ive just blocked them out that much that they don't occur in my head anymore. Even this I know isn't healthy. Music helps me feel things to some degree. But I can't spend my life creating false emotions in my head instead of experiencing them in this life.
Ive never been mentally okay due to my neurological disorder, but this is the worst ive ever been and I can see it happening but I cannot feel it. Id rather be crying endlessly everyday than feeling nothing at all constantly. Its almost as if all my emotions are there and everything im supposed to feel is there yet this big foggy heavy cloud of numbness is on top of them and has filled my brain. To think and not feel is something I don't want anymore.
Its the most distressing thing ive dealt with, and id take my days of daily panic attacks over this if I could.
Thanks for reading."
172,"I read somewhere that a trait of Narcissists is that they believe that the world is unfair to them. I spend a lot of time feeling like its so unfair that people won't accept me or see the ""real side"" of me or that employers don't want to take a chance on me. Does feeling this way a lot make me a Narcissist? I don't act arrogant but I'll be honest I do judge others in sometimes a hypocritical way, like I'm not always so deep or authentic of a person but I often see others as superficial. I guess you could say that I ""love and hate myself"". I don't know, maybe my problem is just that I analyze myself too much and identify with fleeting thoughts, others have told me such. Anyone else have similar experiences?"
173,"I had extremely severre antidepressant withdrawal then got into extremely severe depression resulted from burning out from work at a same time one year and a half ago. Physically sick too.
Now physically almost recovered
But mentally....horrible.  Dissociated (detached from town body) and depersonalized .....scared but that’s how my brain works.  Feel i’ll go crazy. 
On Prozac for 8 weeks after 3 meds failed before this."
174,"I remember the days when I was younger and I could sympathise with everyone, I knew just what to say to the people who weren't  feeling good and people used to come to me for advice because I could emotionally connect with them so well.

But I've noticed since starting uni 2 years ago, I've lost my sympathy. And I dissociate more than i ever did. I can still empathise pretty well but, theres no emotion there, it's just, ""I understand you. I have been there. It sucks"" theres no emotion involved.

For my whole life I've had anxiety and panic attacks, but this last year, my anxiety has lessened, panic attacks never happen and it's mostly just low mood and dissociating when things get tough.

I'm wondering if my loss of sympathy is connected to my dissociation."
175,"This is something that happens to me every time I am dissociated (I THINK this is dissociation but I am really not sure. Haven't had the chance to talk about it a lot with my therapist until today) I just left a therapy appointment and almost the whole time I felt a pressure in my eyes as if I was dizzy, but I don't have trouble walking. I felt myself dissociating before I got there, in the car (I wasn't driving by the way) I just felt my mind was gradually going blank and i was disappearing. I had a hard time putting my thoughts into sentences...tried to explain to my therapist I am just so confused about everything right now. I'm just confused...I don't understand...we tried some grounding techniques with the senses but it didn't help much. Now I am home and I just can't shake this feeling , but I don't even know what the feeling is...uncomfortable...eerie...unsettling...I don't know...I Don't feel sad but I am crying a bit...just overwhelmed"
176,"Hey guys. 
I am constantly dissociated for about 2 years now and I am looking for some techniques to get rid of it.
It all started after a ""near death"" experience or at least I thought I would die. I had anxiety problems and panic attacks for months after that, but I am done with that now. The only thing that stays is this stupid dissociation. I already know the touch, see, and hear technique,but it's not helping very much. 
I am not able to go to a therapist for now. 
I know you can't stop this in an instant and I am happy if anyone can give me some tips. Most of the time people only talk about the symptoms or their story, but not what helps them cope with it, so that's why I am looking here. 
Thanks in advance"
177,"Hi,
I've just joined the forum and it would be great to talk to other people in the same boat as me.
I was traumatised as a child and suffer from dissociation sometimes as an adult. I haven't been formally diagnosed but I tend to detach from my emotions and have experience of derealisation/depersonalisation.
I have been seeing a therapist for a couple of years now and have slowly learnt to trust her. However she hadn't seen me in a dissociated state until recently when I turned up feeling completely detached and barely able to put a sentence together. It took a while but I managed to explain what was happening and that I had been feeling this way for most of the week. I was quietly hoping she might have some advice for how I can try to get out of this. Instead she asked what I wanted to talk about for the rest of the session. I wasn't capable of answering that and kept apologising. She then asked me why I hadn't cancelled the appointment due to not feeling ok. I didn't know how to answer that either. She then asked if I wanted to end the session early, which I guess was because I was struggling to talk. I was quiet for a minute then apologised for boring her. She then laughed and said we would leave it there for today. It was about 15 mins before we were due to finish and she has never done this before.
I don't know if I'm overreacting but I feel a bit rejected by the way she responded to me. I felt like she was uncomfortable with the situation and just wanted me to leave. Has anyone else experienced something similar?
Thanks for reading my very long post!"
178,"hi, its currently 5am where i am and i havent been to sleep yet... ive always struggled to sleep for as long as i can remember, it takes me so long to fall asleep. 
i struggle really badly with my self image, and i find it really hard to talk to people i care for about how im feeling because i dont want to worry them or burden them or seem like im seeking attention for it. 
i have no energy whatsoever, even when i do sleep, i feel exhausted even when i do force myself to leave the house. its taking a lot of energy from me to try and explain what im feeling because its hard to gather my thoughts and put them down in a sentence. 
i constantly feel like there is something wrapped around my brain, like cotton wool in my skull, like i cant focus clearly. my memory is awful and it seems to be getting worse. I think this specific feeling started to become significant to me around 2 years ago. 
i have extremely vivid dreams, and some are so ordinary i mistake them for actual memories because my memory is so bad. it often feels like i am so hopelessly trapped within this that i see no other way out than seriously harming myself, i dont know what has kept me from doing so, i guess im looking for an excuse to not feel any guilt in it. 
i feel guilty when i eat or perform basic tasks to benefit myself. 
ive been attempting to get medical help since being about 15 and honestly I’ve felt completely fobbed off by all doctors, or completely terrified by how they have treated me. 
i am now nearly 19 and was put on 50mg sertraline around 3 months ago, honestly it didnt feel like it helped me at all, it just heightened my feelings of anxiety and inability to sleep. i have also experienced very tight muscles in my jaw and fatigue. 
almost 4 weeks ago, i was upped to 100mg sertraline despite my request to change to a different medication as it was standard protocol. since then, everything seemed to heighten. 
I was kept awake all night for no apparent reason other than the medication, which i do take in the morning. the following night i experienced what i believe to be hallucinations, i saw a big lizard like man in front of my bathroom door from my bed and a cat on top of a speaker just walking on the spot. this caused me to unexpectedly have a really large panic attack (thats all i can describe it as) and i was hysterical in tears until around 2am. I put it down to sleep deprivation. 
my feelings of intense sadness and suicidal thoughts are slowly creepinng back in, almost like the medication is doing nothing at all except causing some nasty side effects for me on top of it all. 
i have a doctors appointment booked for monday, but i came home to live with my mum for 2 weeks as i felt unsafe on my own. 
I feel like nothing can fix me, and no one will tell me what is wrong with me. I don’t know what to do."
179,"I was diagnosed with did back in 2012.

So i have a 16 year old alter whom is extremely destructive. She often self harms in such a way that requires hospital treatment and sometimes surgery and intensive care. Yesterday I found a suicide note from her and today I have found certain things that could be used to carry it out. I have handed them in to staff at my care home and made them aware of the situation and they are checking on me regularly but I’m at a loss as to why she does this. I’m not due to see my therapist until Tuesday but staff have said they will inform her of the situation tomorrow and see if she can see me. My keyworker is on annual leave which sucks bc my alter talks to my keyworker.

I guess what I’m wondering is how do I remain in control until this can be sorted? I have taken my meds and am just relying on hopefully sleeping until my therapist comes into work and taking it from there. 

My alter is obviously in a lot of emotional pain but how do I get through to her? She doesn’t seem to realise we are safe now. She is determined to not be hurt again so she doesn’t want to be here."
180,"It's Saturday and once again I am very depressed and can't even talk about it.

More and more everyday I wonder why I am still alive. I feels as if I have outlived my usefulness and I am becoming a burden on those around me. 62 years old and its seems I couldn't buy a job. No longer the man I used to be and I see the world has changed faster than I have kept up. I wish I could just end it all but would never put that pain or stigma on my family. Sometimes I think how lucky those individuals are that have accidental deaths. No stigma on the survivors and a clean exit.

I guess I can always hope for some crazed shooter - there seems to be more and more of them, especially here in Texas."
181,"I have delusional disorder.

I deal with delusions every day.

I'm very sick of them. I wish they were gone.

I usually ownly have one main delusion that takes all my focus.

I start fixing it by finding real life evidence to counter-believe it.

But when I counter-believe the delusion another one pops up soon after.

This has been going on for a while.

What do I do?

IDK where to put this. Having delusional disorder is so rare that their is isn't a forum for it (it would be silly to have one as well)."
182,"I am 50 years of age in April and have recently, after many years of research by professionals, been diagnosed with a FND. I was diagnosed with Schizophrenia aged 19. We were not sure if my attacks we're Epilepsy or something else so I am happy to finally have an answer. I feel like I am at the beginning of another part of my life's journey."
183,"so most people on here have dissociation because of ptsd or trauma, i havent had an easy life but i dont have trauma. i had a few dissociation episodes that came and went every few days and only lasted seconds about a 2 years ago and i didnt know what it was just thought it was from smoking weed, but then id about 10 months ago (i hadnt smoked then, or around that time) i was just in the car and had a severe chest pain in my heart, like i was being stabbed, didnt know it then but this triggered my flight or fight, i was in the car when it happened w my mom and i kept saying i dont feel good i dont feel good, for hours i was shaking and couldn’t breathe my head was spinning and i was having a never ending panic attack, since then ive struggled everyday with dissociating just because of one time my flight or fight was triggered, when my heart felt like that i thought i was dying, i always think im dying, having a stroke or am about to have a brain aneurysm and bc of that my dissociation is even WORSE, i just felt like sharing bc i feel like my story is just different and kinda... odd like how it built up slowly over a year then one day it just hit me like a train"
184,"Hi all,

New to the forum.

I have four alters, it caused me to lose 3 jobs in two years, my driving license and a lot of my freedom at home.

I have been on an anti-psychotic since June 2019 and since this time, have only dissociated a few times after this and for a few hours. My last major dissociation caused me to be admitted to hospital.

I know tablets are damaging but I also know they work, they cannot harm anyone and their voices are quieter.

Is there light at the end of the tunnel? I don't really know....all I know is if I stop medication what will happen, do I risk it or do I submit.

I feel quite stable already but I cannot afford to unstable financially and my marriage couldn't take it.

My wife wants the old me again but I think they are long dead."
185,"I just cant get over how im ACTUALLY really here!? Like it feels like i should not exist. I dont understand how i do. Or how consciousness can come to be. Its scary. I also feel incredibly numb because i feel like life is meaningless and see no point to love or happiness because of it. Has anyone ever felt that love didnt matter??? i feel like a freak for feeling that way. I want to change it but sometimes i just cant see a point to anything, even love or happiness..."
186,"Hi this isn't Charlie speaking... that isn't even her real name, thought I might out her for a laugh.
Anyways this isn't Charlotte it's one of her alters. How can I deal with this  absolute anger and hatred I have for her. Everyone tells me its uncalled for but I don't know what to do with all my anger. I just want everyone to suffer for the hell I've been put through. God I'm angry. How the hell do you deal with anger and ""self"" hatred and dysphoria because jesus christ this body is NOT mine. Thank you.

Just to clear things up it's undiagnosed but I'm pretty sure I'm part of a OSDD (DID no amnesia) system."
187,"Hey, everyone.

I've been under the impression that I've been suffering with depersonalisation for just over a year. That may still be the case, but someone recently said to me, what if it's fibromyalgia. A good amount of the symptoms are the same.

Just wondering if anyone has either or both, or even thought they had one then realised they had the other. Also anyone have an experience beating these?"
188,"I have been reading about Depersonalisation 
 
I seem to have some symptoms but it only happens when my anxiety flairs up really bad and this only started because of work don’t no were to turn as my manager (old store) is makeing it hard for me 😭"
189,"i don't know if this belongs here, so sorry in advance i'm very new to forums.

i guess i'm just really struggling to figure out whether i should get help or not, like i feel like this isn't normal but i can't be sure. i'm too scared to talk to anyone i'm close to about it and i need to vent somewhere. so here goes.. 

i have almost no memory from my childhood and up until mid 2018. most of the things i can remember from that far back are things people told me happened, not me actually remembering. and the few memories i've actually retained make me dizzy? like thinking about them for too long makes my head fuzzy and my heart rate picks up and i get dissociate-y. not a pleasant experience. 
it really screws me over not remembering anything and i've lost a lot of friends throughout my teen years due to that. fights i don't remember happening, things i don't remember saying, just things in general i don't remember. i just have years and years full of blanks. one of my friends actually said to me earlier this year that he thought i was just being an a**hole this whole time, lying saying i don't remember things, but i actually just don't remember things. and i feel so bad to hear that i've wronged someone or was a bad person at times and have no memory of doing it. and when they tell me i've done something like that i always feel like i would never ever do something like that?? like it wasn't a me thing to do? even with positive experiences, it hurts that i can't ever recall a memory someone else cherishes. the person in all those memories never feels like me. i'll look at old pictures of myself too and it feels so so strange. it's all so hard to fully explain. 

i don't hear voices or anything, like actually in my ears, but every day i have at least one slip up when i ask someone near me what they said and they didn't say anything at all. that's probably normal though. what i think's not normal is my own thoughts don't feel like my own. they're always racing and random unrelated things pop into my head and i have to take a second to process it. really bad negative thoughts too that come out of nowhere. i get lost just staring every day. lost in my thoughts and whatever. dissociating. time passes and i have no sense of it. yesterday i walked outside and immediately thought it was december 20-something, 2018, when it was december 31 of 2019. that happens a lot, and that's just one example. 
i guess i was kind of close though...

i haven't gone to therapy in months and months but i have been diagnosed with depression, severe social anxiety, and c-ptsd. i tell myself it's just the depression eating at my brain & stealing my memories away but it's freaking me out now, especially because i'm in a good place mentally and i STILL feel foggy, unreal, like i'm not in my own body and i can't remember ANYTHING ever. i feel like i'm going absolutely crazy. :low:"
190,"We've just started therapy but once we go home it's incredibly hard to remember what happened during the session - brought this up and we've agreed to write down a summary at the end! :)

Whilst the issue above should be pretty much sorted, there's still the issue that I will dissociate halfway through a question if it digs too ""deep"" into personal emotions... an example would be
""Why do you blame yourself for that?""
And I'll just completely and totally forget what we're talking about or what the start/end of the sentence was...the sentence and topic will have to be repeated about twice. It's super annoying and I was just wondering if anyone else has this so I'm not alone, and what they've done about it.

It's funny because my memory is exceptional on the whole...until someone asks something personal and then I can't remember anything at all, lol.

I think some of my alters also intentionally ""block"" me from talking about personal stuff too... for example I know exactly why I self harm but I forgot that I knew why when the therapist asked about it...weird... and I really trust her so it's prettyyy annoying that they'd literally wipe my memory for a while :(

I guess I'm just wondering if anyone has any advice or can relate 
:thanks:"
191,"Hi. I'm not sure if this is the right place to post this, but I was hoping I could get some advice. My partner and I have been together for a year and a half. This september she started showing signs of DID, when a child alter came out for the first time. She has been rapidly progressing with these symptoms but doesn't want to tell her parents, who we live with, that its been happening. There are now three alter personalities that have been taking over regularly. One of them is three, the other one is seven and the other one is a fourteen year old boy who seems to change in age sometimes. The child alters require lots of support and care as they are not as capable of doing things for themselves, especially the three year old who can't make her own food or drinks. 

I'm not sure what to do, my partner has just been given a new CAMHS worker who is doing really well with working on the symptoms of BPD that she has been displaying for a few years now.

What can i do to help my girlfriend and should I push her to let her parents know about her DID symptoms?"
192,"Is this normal? Or at least heard of?

This started after my meaning crisis/existential depression started. I have the hardest time feeling that feelings matter? Usually i tell myself ""im a living creature and if im able to feel, i shouldnt have to feel pain/suffering."" and try to go on with my day until it hits again. I feel numb to feelings. It like i know they are there but im not identified with them anymore. Not even with feeling good or loving. Empathy/sympathy is also mostly depleted or numbed down. I still try not to be selfish though as i always cared deeply about others feelings. But now its as if all feelings are insignificant? I get constant nagging thoughts that feelings arnt important, in anyone, especially myself. I think this started after i started meditation a year ago and after observing how thoughts and feelings just enter and leave, it feels like nothing that comes in matters? I feel hallow as an observer and no longer identify with myself as i used to. Especially after looking into spirituality stuff...Spirituality really made it worse because i started seeing the ego as imaginary, fake. And nothings real. I already had dp/dr before i got into spirituality. Now i dont know where im at now. I went back to thinking as an atheist again and things sorta make sense again. idk. i think about how everything is either ""good"" or ""bad"" and how everyone wants the good. Deep down i think i want that too. I want to be able to say ""i feel great!"" or ""i feel bad"" and actually feel and understand like i used to. But somethings disconnected in my brain? I just cant see the point in living or why its special either..."
193,I wanted to stop by.   I'm feeling some better.  I'm not as overwhelmed.  Thanks again for being my friend.
194,"I've realised recently I think I have a mild form of disassociation. Sometimes it briefly gets a bit stronger and I feel detached, it's hard to focus on things or listen to people and my head feels cloudy/foggy/full of cotton wool. I don't mind too much though because it's brief.

What's really frustrating is that I have a permanent slight feeling of disassociation that never goes away - my head feels not quite sharp, slightly apart from the world, just a little bit foggy and full.

I have no idea how to reduce it though? Any tips for what I do to feel ""normal"" and sharp?"
195,"I hate this feeling. 
I feel so disconnected
Who am I 
Where did I go?

What happened?
I used to like myself."
196,"so i mainly struggle with dissociation dpdr all that, ive had a few moments though i cant tell if its from dissociation problems or not, i was just singing in the car with my mom and sister i just sang one part of it randomly really loud and even moved my head did a lil thing right? then literally a second later its like i didnt do it, but i swear i did, but i couldnt remember doing it, it was so scary i know it might now sound like it ? probably confusing but i cant remember if i said it or not just a weird feeling, can anyone relate ?"
197,"I'm dissociatibg a lot, I suddenly change from a depressed suicidal anxious individual to a cruel one that wants to make justice. The side of me/the person who is depressed can not grow and eventually will kill herself. The other one is obsesed with justice and is mentally stable but she or he is planing revenge. Wanted to kill, I did not let that, now wants at least to do some justice.. But I know her well so I can not trust her. She will start will small revenge in the end she will like doing bad things and she will end killing people. She is pretending to save me if I let her, but nothing can save me. This will only do more harm to me.
Who is me? I do not know. Which one of them? Or am I someone else?
When they change I feel like someone else was in control of my body and that I do not know who's that person who's sharing the same body with me and don't remember the things she has done exactly, but most of Al I don't understand why she is doing what she is doing. I can see things moved in my house and I did not move them. Somehow I know it was me but I don't. 
What is this, do I have to see a neurologist?"
198,"Hey, everyone. I have been suffering with Depersonalisation disorder since the back end of last November, so almost a year. Aswell as that I've developed major depression disorder and severe anxiety. I'm completely different to what I used to be like. I'm currently on fluoxetine, which is I think the 5th SSRI/SNRI I've taken this year. I'm almost 2 weeks on it, and I've never felt worse! Is this normal to feel horrendous before feeling better? My life has become unbearable. I've also had 2 failed suicide attempts in the last 12 months. Any advice?"
199,"Hello !

I’m a 20yo young girl. I have been anxious my whole life like since I’m a little child, my parents never like to communicate with me when I was a child (When I’d talk to them they would tell me to leave them alone because what I would say was “pointless” to them) so I always had to keep every little and big feelings for myself, therefore I grew up VERY introvert, anxious and lonely.

Today I have to deal with a lot of mental issues but what I will talk about in this post it’s about how dp and dr are ruining my life !


My first dp/dr was when I was 17yo after a enormous panic attack. You know how we say dp/dr happen a lot when your life is changing well it was my case : I was in my first year college after graduating high school, so it was a new environment to me, I was about to reach the age of majority, so it was a big step in my life plus I met a lot lot of new people and in the other hand a lot of friends from high school was far from me, in different places now.

To be clear, I didn’t made this panic attack because my life was changing, I was ruminating about something else.

Therefore when I finished my panic attack I felt so weird, so blurry ! Usually after panic attack I return to “normal” But this time I felt like it was different, I was different, I was not me anymore, it was so weird... I felt like the memories I got from high school was not mine anymore but someone else’s ! I couldn’t understand what happened to me. Then I start to have existential crisis, my vision of life had change de and my life became senseless to me, I would everyday and every seconds question the things around me, the people around me, I felt like I was a robot that was doing things automatically. Apparently it was what we called cognitive dissonance.

I wish it would never happened.

Progressively, I tried to see the positive side of this phenomen, I thought it would help me to become less shy, to be more daring, to enjoy life more. I still felt like high school memories are not mine anymore but I went ahead though and progressively I start to feel way better.

Except that,

Recently after a panic attack I made dp/dr after AGAIN and it crushed me.

It was during the beggining of October and there were a lot of changing in my life : After 3 years in my former college I decided to go to a new one in a city far from mine. I just had my driving licence and I got my first job and I’m about to reach what a lot of people call the “international majority”

I’m sick of it ! I start to think ; So that would happens every time there are some changes in my life ?

I think the first time I overcame this because I was still in my teenage years, I was still perceived as a child you know (well yes it’s true that grown people may still see 20ish people as children tho)

Now I feel like my 3years college years memories are not mine, like my high school years you know and it’s scare me so much, that’s not how life is supposed to be, it’s supposed to be a continuity....

What if it happens again when I’m 27 because I will be about to get married ? and then when I’ll be 30, because I will have kids and a carrier ? When I’ll be 45/50 because of menopause ? What if it happens when I’m 65yo so I would feel my whole life never happened ? That’s so terrible I wanna get out of this...

This is terrible because now I’m afraid of getting old because I feel the more I grow up the more I take the risk to have dp/dr again... the irony is originally I was not afraid of getting old, to me it was natural but now I feel like it’s a fatality... I was ok with the fact that one day I would wake up wisely old with a lot of memories of my youth but now I feel like one day I will wake up and feel like a never experienced my youth, feel like I was old my old life....


Now I feel like my 3years college years memories are not mine, like my high school years you know and it’s scare me so much, that’s not how life is supposed to be, it’s supposed to be a continuity....

I’m trying to seek help but I feel professionals don’t take this seriously! feel I’m ready to take everything that could help me get out of this spiral; treatments, specific medecine, hypnose? I would even be ready to take some electro shocks if it was possible...


I remember in High school I couldn’t wait to be 20 I was not afraid of the furture but now I wanna go back to high school and live those years again before the dr/dp, even tho if I was depressed because the cognitive dissonance is WORST to me.

Now I’m becoming crazy, I’m making a lot of effort to not have a panic attack again in order to not have dp/dr but I know I can’t hold it forever so idk what to do..."
200,"I hadn’t realized what ive been experiencing was dissociation until recently. I thought for the last few years i have just been able to be progressively calmer. After it started happening my panic disorder had completely stoped and i only had a attack maybe 3 times since. I was completely fine with disassociating cause i no longer felt anxious, but i also dont feel much emotion at all.
    Its was getting progressively worse and i hadn’t realized but now its just part of my life. I hate it, i feel like im not in my body. My real life feels basically the same as my dreams and its hard for me to tell what’s happened in real life or if it was only in my dreams. I have barely any motivation for anything because i dont feel real and nothing feels real so i have no care for many things i do. Im failing all my classes at the moment cause i havent had any motivation in doing school work.
    I really want to start therapy but im so scared of it not helping or being given medication and it not helping and then feeling theres no escape from the nothingness i feel. Any tips on how to help not dissociate constantly?"
201,"I feel so remote and empty, i feel so distant, i dont feel like a person or human, please help me get round this."
202,"I feel like sense I broke down and went to therapy and she said schizoaffective that I’ve been way worse. It’s most likely anxiety but I feel like I can’t stay in reality much at all now. And then I hear other “me’s” in my head telling me that I’m faking it, that nothing is wrong and I’ve ruined my family’s lives by telling a shrink I can see spirits. But I feel like I’m going to float away. I mean I understand that’s not “real” .. I can’t just float away. I guess it’s like my spirit is going to float away. And I’m trying so hard not to dissociate but when I try to stay I forget who I am and what I’m doing here and everything looks so strange like it isn’t mine. But I feel like shit wasn’t this bad a few weeks ago before I started telling people about all this. Which makes me think maybe this isn’t really real. Just like a test run and I’ll get to reset and start this week over."
203,"Hes fixed on the idea that I dont exist, or jessy or daniel or anywone so our feelings dont matter as much as Charlies does. I know he doesnt understand but it really hurts and i dont have a diagnosis yet so i cante probe anything. I just wish he would trust me. He thinks charlie just has a bad mindset when she says she isnt in control of the fact that another alter will kill her next year..."
204,"Hi all!
i have suffered from chronic Dissociation all of my life due to childhood Tramua .As I got older it gradually turned into something that was always there & always happening.for the longest time i figured maybe I was just daydreaming too often or maybe I was just a boring bleak person but over time I noticed certain things.like feeling extremely numb emotionally mentally and physically.not being able to distinguish reality from what was going on in my head.i noticed I wud have times where I felt extremely detached physically and could see myself.sometimes I felt extremely childlike and would shelter myself n this void n my head.sometimes j wud go days and weeks in this weird headspace only to wake up one day like wtf where have I been?i noticed I was never angry or even sad sometimes just extremely bleak and feeling like I was on autopilot.i started talk therapy finally in 2018 and emdr this year where I've been diagnosed.eventhough I have a better understanding of what's going on with me I am not able to make the episodes stop or lessen.I did have a 2/3 weeks period where I came out of it finally and was actually able to feel like really feel reality but soon after I experienced some negative feelings and I've been dragged backwards all over again. This is literally a living hell and no one understands. My interactions with love ones or anyone n General are misconstrued or misunderstood.i also suffer from major depressive Disorder and anxiety.sometimes I fear this is the rest of my life."
205,"Last October towards the end of the month I had a sudden panic attack brought on by feelings of unreality, all of a sudden I didn’t feel real, nothing around me felt real and I felt confused and scared. Following this I returned to my family home where I stayed for 4 months, I was put on fluoxetine 20mg and only left my bedroom around 4/5 times in the whole 4 months, my symptoms included;


Feelings of unreality
Not sure what was real and what was inside my head
People around me seemed fake and in my imagination
Felt like I was stuck in dream
Glass wall between me and the real world 
Questioning reality, such as what is reality and why this was
Questioning the meaning of life, such as why are we here, how are we here, is there a god 
Questioning what happens when you die 
Wondering what came before the universe and the meaning of infinite 




My anxiety and panic was sky high 24/7, constantly shaking, loss of breathe, sensitive to light and sound, hypersensitive. When this all eventually died down I was stuck in a deep hole of depression, thinking there is no point to life, we have no meaning, why are we here, we all die eventually and nothing we do matters, physically I was feeling numb, tired and empty. I since have tried different medication and doses, CBT therapy, meditation, read philosophy books, and had no relief from this depression at all, I am stuck in a deep pit of feeling suicidal, numb and lack of motivation as life has no meaning, nothing we do matters, no one knows why or how we are here, just overall what’s the point. I really don’t know how to beat this nihilistic depression, I feel like now I have allowed these thoughts to enter my brain there’s no going back to my life before, just enjoying the basic things and not thinking about all these big scary questions. 



When I saw a therapist in January she diagnosed me with depression, anxiety, PTSD and panic disorder."
206,"Hello I'm Hailey I'm new here, I'm still not sure how to describe what I'm going through or if I do/don't have derealization...?
I feel completely disconnected from myself, the world, and everyone around me, it feels like my brains been shut off? and I cant turn it back on It always looks like I'm dreaming, not fully there, experiencing things, or watching a film, I know it's me but it feels like someone else experiencing it, a good example I've found is from SpongeBob when plankton made the robot mr Krabs, in which I'm plankton and my body is the robot, as if I'm just puppet-ing myself around, I have memories but it feels like they aren't mine or I haven't experienced them before, I don't know who I am and I feel empty, distant, and scared, it's like stopping existing but the body is still here, I still haven't found a good way to explain it, It's been like this for over a year now and I haven't had a break from it since, I'm so confused, I confuse therapists when talking about it, it's like there's a thin wall of glass between me and reality everything looks different too I hope someone understands or can relate or I could receive some advice I just want to know I'm not alone in this and how to better myself, thank you. Sorry if I've confused anyone"
207,"English is not my first language. 
I am being treated at a specialist clinic for DDNOS. 3 appointments in and I dont have answers to the questions asked by my therapist. At home I experience an intense feeling of fear but cant find words to describe why og how. I am at the point where my story has been told and what comes next seems impossible to relate to at home and in theraphy. I dont know how I feel or what I feel. I've never been here in treatment before. How to deal? I dont know who of the different parts of ""me"" are here. Anyone who can relate?"
