,0
499,"Hi, 
I have recently been diagnosed with PTSD by my therapist.
Over the years I have had problems with intrusive memories which I have had therapy and CBT for in the past. I've been well for the last three years, but have recently started having intrusive memories.
20 years ago I suffered physical sexual harassment, which I dealt with in the past therapy.
Unfortunately I have recently experienced major verbal sexual harassment at work which has brought back my intrusive memories and caused me an immense amount of stress. I had to have time off work and my doctor diagnosed anxiety.
I started therapy again last week to deal with the intrusive memories. My new therapist has said I have PTSD. It has been nice and has helped to finally have a proper diagnosis of my problem, as I have felt so alone with this for the last 12 years and have also felt like there is something wrong with me. 
I am basically looking to chat to other people who also have intrusive memories. I have been researching techniques to deal with the memories and have also been researching the amygdala in hopes that I can retrain my brain and hopefully put an end to the intrusive memories for good.
Any help would be much appreciated"
500,hello. I have eu bpd. but ive also spoke to one of the workers at the mental health clinic about ptsd. I'm seeing my psychiatris at the end of the month. hopefully for a diagnosis. the reason I'm posting is to ask a question about it really.. my uncle died last deember and I was with him while he died and was laid with him for 3 hours after he died in his room at the nursing home he lived at. since then ive had nightmares and I see his face and body. it scares me and I cant sleep in the dark. someone please talk to me about it. thanks x :)
501,"I'm 37 and suffered years of abuse by my father as a young child. He was an alcoholic and emotionally, physically and sexually abused my little sister and I. I suppressed the abuse for nearly 30 years with alcoholism and focusing on my own family and career. However, about four years ago I had a breakdown when the painful memories came back. I lost my career, my house, my family and my sanity. I've tried to kill myself twice in the last two months and almost died this last time. I have supportive friends and family but nobody understands the daily hell in which I live. There aren't enough words for me to help them understand. I've tried so many times and failed that I've given up. Im on meds, but they don't seem to work. I've seen several therapists but complex PTSD seems to be a relatively new condition and I haven't found relief in therapy. I am starting emdr with a new psychologist next week but after four years of hell its hard to have hope. I joined this post with the hope that I could meet some folks who have had similar experiences so I could just share what we've gone through and what life is like for us so I know I'm not alone. I need to know I don't have to fight this battle alone. I can't do it and I'm afraid I won't survive another suicide attempt."
502,Anyone know any good/ helpful books about ptsd?
503,"I haven't been on here a while mainly because i been doing ok but today my stress is getting out of hand. I know other where I live know I suffer this horrible ptsd and some grin not a smile but a smirk and I just want to hurt them so bad just to wipe that grin off their faces. I know the next time I face a judge i will be going away for a very long time. I have been handling my stress with Yoga and meditation but lately i been missing doing it and now I am sitting here my teeth grinding my heart beating like a drum even after taking a valium I still feel like exploding. Why I let people get to me because they are drug addicts and bullies so why am I letting them get to me ?
   I am going to do a long session meditating tomorrow for definite. Tonight i am just far to vexed. 
    I have lost all my friends most of my family so I have nobody to talk to only my Mental health nurse which I see every 4 weeks or so. Man I am a mess right now. Wish I could turn the tables and make them feel how I feel right now. I probably could but would end up locked up. So bloody angry with them and myself."
504,"Pete Walker, M.A. Psychotherapy

""Renowned traumatologist, John Briere, is said to have quipped that if Complex PTSD were ever given its due – that is, if the role of dysfunctional parenting in adult psychological disorders was ever fully recognized, the DSM (The Diagnostic and Statistical Manual of Mental Disorders used by all mental health professionals) would shrink to the size of a thin pamphlet. It currently resembles a large dictionary."""
505,"Next month it will be twenty years ago when my girlfriend was murdered and raped by her x and since then I have never been in a relationship. People tell me to move on but I am frozen and feel cursed. Is there anyone here ever been in a similar situation and did therapy help??

Thanks"
506,"without energy drinks im tired and lethargic 

im on no medication

diagnosed schizoaffective

but me and cpn think i have ptsd and dissociation

well me and cpn seeing psych 14th september

anyway

anyone know if any of these mental issues can cause tiredness and fatigue

right now my legs do not want to move im layed down just typing thats all i can manage right now

when i have energy drinks i have enough energy to do what i have to do"
507,"It has to be.
Started therapy again. Need to move forwards, to find some trust, not waste the opportunity again.
Been told the hope, expectation, is that I can gain some peace with myself, that getting better after so long is very unlikely, but hope that I can survive my past and resulting self loathing.
If someone had said this to me 20-25 years ago I would have been appalled and despondent. Now, after years of being stuck in a horrible state, this feels welcome news, am grateful for the reality check. 
I think."
508,"I've had this a while in my files and wanted to share the quoted text as well as the other links below. 

Also it is normal for young children to be self-oriented. It’s just the natural way children are. The child thinks mostly of how things impact themselves and they try to figure out what to do to get what they want and avoid what doesn’t feel good. It takes years more maturity to realize that the universe doesn’t revolve around them, that other’s behavior and choices usually have nothing to do with them and are not their responsibility, even if they are impacted. So children just naturally feel that if someone touches them inappropriately, they must have done something to cause that, with resulting guilty feelings. When there is sexual contact between a minor and an adult it is always the adult’s responsibility. When sexual contact occurs between unsupervised minors, it is always the responsibility of the responsible adults to be aware that something unsafe has happened and to address and stop the situation.

Many children who are sexually abused are in families which also have other dysfunctions or addictions present. They may be neglected, emotionally abused, or rarely touched. A child who is desperate for positive attention in a love-starved home is likely to have powerfully mixed feelings if they are touched sexually. On the one hand, even young children usually instinctively feel the violation and experience that as “naughty” feelings, as described above. On the other hand, this may be the closest they have gotten to positive attention and touch for a long time. In spite of the guilt, in spite of the invasion, they may like the attention of the adult. This can lead to shame lasting well into adulthood when they may say to themselves, “I know it was wrong and I hate the person who did it to me, but I can’t tell even my closest friends or therapist that I liked the attention and hoped he would come into my room. I feel so ashamed about that.” What an adult seeking recovery needs to understand is that it is natural for children to want affection, a sense of belonging, and to feel special. These innocent and natural feelings of the child were taken advantage of if the interaction became sexual or secret in any way.
https://www.psychologytoday.com/blog/the-compassion-chronicles/201501/healing-the-shame-childhood-abuse-through-self-compassion

Unbeknownst to them, adults who were abused as children often express the overwhelming shame they feel by pushing away those who try to be good to them; by sabotaging their success; by becoming emotionally or physically abusive to their partners; or by continuing a pattern of being abused or subjecting their own children to witnessing abuse. Former abuse victims may repeat the cycle of abuse by emotionally, physically, or sexually abusing their own children, or may abandon their children because they can’t take care of them.

Shame can affect literally every aspect of a former victim’s life, from your self-confidence, self-esteem, and body image to your ability to relate to others, navigate intimate relationships, and be a good parent to your work performance, ability to be learn new things, and ability to care for yourself. Shame is responsible for myriad personal problems, including: self-criticism and self-blame; self-neglect; self-destructive behaviors (such as abusing your body with food, alcohol, drugs, or cigarettes, self-mutilation, or being accident-prone); perfectionism (based on fear of being caught in a mistake); believing you don’t deserve good things; believing if others really knew you they would dislike or be disgusted by you (commonly known as the “imposter syndrome”); people-pleasing and co-dependent behavior; tending to be critical of others (trying to give shame away); intense rage (frequent physical fights or road rage); and acting out against society (breaking rules or laws).

Shame from childhood abuse almost always manifests itself in one or more of these ways:

o It causes former abuse victims to abuse themselves with critical self-talk, alcohol or drug abuse, destructive eating patterns, and/or other forms of self-harm. Two-thirds of people in treatment for drug abuse reported being abused or neglected as children (Swon 1998).

o It causes former abuse victims to develop victim-like behavior, whereby they expect and accept unacceptable, abusive behavior from others. As many as 90 percent of women in battered women’s shelters report having been abused or neglected as children (U.S. Department of Health and Human Services 2013).

o It causes abuse victims to become abusive. About 30 percent of abused and neglected children will later abuse their own children (U.S. Department of Health and Human Services 2013).

The truth is that for most former victims of childhood abuse, shame is likely one of the worst effects of the abuse. Unless you heal this pervasive shame you will likely continue to suffer from its effects throughout your lifetime.

Facing the problems that shame has created in your life can be daunting. You may be overwhelmed with the problem of how to heal the shame caused by the childhood abuse you experienced. The good news is that there is a way to heal your shame so that you can begin to see the world through different eyes—eyes not clouded by the perception that you are “less than,” inadequate, damaged, worthless, or unlovable.


NAPAC | Supporting Recovery from Childhood Abuse

http://napac.org.uk/wp-content/uploads/2014/03/It-wasnt-your-fault-leaflet.pdf

https://www.psychologytoday.com/blog/the-compassion-chronicles/201507/the-benefits-trauma-sensitive-approach-healing-shame

Hope some survivors can find the information helpfull."
509,"Not sure if I have a  form of PTSD.

As I don't wish to re-live my memories. I shall say this.

When someone harms me or tries to ruin my quality of life yet again intentionally. I get filled with hatred & rage. I then have flash backs of the hell that I have lived through caused by other people. And the rage and hatred is over whelming. I find myself hoping and wishing such people get eliminated for their misdeeds they have done to me, to others and what such individuals continue to do to me & others. 

Is this a form of PTSD."
510,"A friend pointed out a TV show yesterday, during which a leading UK expert on PTSD declared that PTSD is not a mental illness? and cited the fact that it's common amongst many people that are not regarded as mentally ill.Surprised me a bit, I had just assumed it was categorized in the psychiatric field  as a mental illness just  like any other such as bipolar etc."
511,Hi .. Our local MH team have suggested to my partner that he suffers with complex-PTSD. Our GP has agreed and now we are looking for help. We live in SE kent and don't know where to start looking. Any input would be very gratefully received. :low:
512,"I would like to apologise in advance, as some of what I may say will repeat from my introductory post.

I have a history of sexual, emotional, and physical abuse; anorexia, and bulimia. I currently am diagnosed with Generalised Anxiety, Panic Disorder, OCD , social Anxiety , EDNOS; and undiagnosed depression.

My husband (no previous signs of abusive tendencies) recently raped me while I was asleep on the couch, having had to much wine with a friend.

He is remorseful, understanding, and giving me space to sort my mind out; saying that his 'loss of control of his male instincts ' this once is enough to pull him out of the Earle if he should feel it again.

I believe that in his mind he feels this is the truth. He had always shown disgusted at the men in my past who had done things of the same nature, and feels the 'primal instinct' just took over.

I don't know if I believe the primal instinct part as I am not a man! I can relate though when it comes to my eating disorder in particular. Sometimes I feel I am not in control of my actions around food; so could it be the same?

We have two young children, and I do not want to cause a trauma in there life (like divorce) that may be their trigger later in life; as they will already be predisposed to mental health issues because of me...

I am trying to move past this, but it's so hard. My distrust for men as a whole has re-ignited, and PTSD triggers from the past and coming back into play, as well as new ones.

If anyone has experiences, advice, thoughts, on how I can get through and move past this I would be more than grateful"
513,"I am undergoing therapy and have been on anti depressants ( escitalopram) for a year, respiradone 1mg for 6 months, diazepam and propranolol. Over the last week my mood has plummeted, unable to complete a task, flashbacks, panic, self harm and suicidal and intrusive thoughts. Saw GP who referred back to psychiatrist. The psychiatrist asked no questions about how I felt just suggested that I increase respiradone to 4mg slowly over the next few weeks. I feel very anxious about this increase, has anyone else taken similar. I actually just wanted to tell him that I wanted to go to sleep forever and had active thoughts of suicide, I feel scared of myself and don't want this pain anymore, how can an anti psychotic help ? Rant over"
514,"TRIGGER WARNING


mum is living with me seems she cannot face going back to stepdad or sort leaving him right now, none of my benefit people know this, she works full time, she is being made redundunt in september. mum is not on the tenancy with stepdad so he has a 3 bedroom house and signed off with depression. suggestions are made about me and stepdad exchanging and then mum being put on my tenancy. stepdad was up for it until the form arrived to exchange, my guess is he is reluctant because the form asks about any dealings with the police. mum and stepdad are having to share a car and he has fucked off with it for 12 days, leaving mum screwed to get to work. mum could get a car but then stepdad may end up with house and car. so will wait until stepdad comes back ask if he wants to exchange if no then mum is going to have to demand the car and grab all her stuff and im trying to persuade her to grab everything and leave him with nothing in the house. the police have been investigating this case since last november, we should know if it will go to court by september and then wait many months for it to go to court if it does at all. family have abandoned me and mum. i virtually have no friends. my bf doesnt seem to help or ask how i am, i hardly see him. right now im on day 8 of an injured back and can hardly move, at times i cant move for an hour or more. originally when the police were involved my cpn was off sick so had a temporary one come with me to do my statement which means being videoed, then cpn came back after knowing nothing. then i explained to my cpn what happened then a few weeks ago she left, now ive a new cpn that knows nothing about me or police situation, seen her once so far."
515,"Hi everybody. This is a little strange for me I've looked at this site of and on for a very long time but never felt brave enough to join. 

I suppose I'm hoping to hear something positive really from anyone who has si
suffered PTSD. Especially as I feel defeated by it again. 

I will give a history - not to be self absorbant but to give understanding. 

For me I initailly believed my journey began following a single incident back in 2007. I was a mature student at university studying psychology, recently married and two children. 
Both myself and my hubby love cars and we bought a specific type of car as a treat / investment. However we didn't know it had be flagged as a target car for a ""stolen to order"" list ( exactly like Gone In 60 Seconds film).

As the car required keys for entry, whilst on my own we had a armed agrivated burglary in the house. It was so strange. I was frozen, I couldn't understand the sight of these huge people in full black clothing, gloves, balaclavas. It didn't make sense then and I still struggle now to say the least. 

The ordeal went on longer than planned and it ended just in time before as they had said I was to be shot. 

I had two weeks off uni and tried to carry on - not sleeping, terrified, scared they would return as they'd threatened, drinking more and more. My life spiralled. I lost my friendships which are still difficult now. It has impacted greatly on my marriage and I feel at risk all the time. 

I managed to get a job - ironically in mental health providing therapy, I have been off a while now again as my PTSD symptoms relapsed as such. 

I began therapy - EMDR specially in 2015 which I did find useful to a degree with the flashbacks. Following this I was referred to a Psychologist within Secondary Care mental health for CAT  - cognitive analytical therapy. This was actually amazing but very hard going. 

I began to be aware of many traumas thoughout life, many areas of abuse and remaining abusive relationships. Of which contributed to my development and maintainence of PTSD. 

Therapy has been a long journey for me - 4 years continuous either therapists or psychology. I had begun to "" manage"" a as a normal life as possible. That lasted 6 months and I'm now in relapse waiting psychology again after support from a psychiatric nurse. 

I feel sad that the men that stole my life made me weak. I was strong despite many problems growing up but they took my confidence, security. I don't think I will ever feel safe again. I see everyone as a threat , I have no trust and that now results in me staying at home as much as I can. I can't see how I will ever return to work - and I feel a hypocrit - how is it ok for me to help others with their mental health when I'm such a mess?? 

I have heard people say "" Gp days I've got PTSD"" - ask for a formal diagnosis from a Psychiatrist they will sort your medication too. 

I do hope somebody has been able move on from their PTSD.... I'm not sure there is a light at the end of the tunnel anymore."
516,"Sat here. All tensed up. 

Hands clasped. Wincing at 'thoughts' flashing through my mind.

I Want To SCREAM!!!

Mustn't though. Even though no one will hear me.

Let yeself start screaming and where does it end?

No. Sit here. Go through this. Hours to go yet.

Till exhaustion. Lay down. "" Sleep ""

Couple of hours and light's piercing ye eyes. Images. Another fucking day.

Check shit out. Steady as we go? Check.

Bang off the walls for another day. We made it. By this time tomorrow ....?

And on. And on. And on."
517,"When I relapse nobody wants to remember or here those memories but me simply posting an old song or a reminder of a gathering where I divulged info is wiped away as is any future attempts of me away from that reconnecting with family and old friends. By tellingI wiped out everybody and they never want to see me again whether I keep it from them or not. It's like a nightmare or scary movie noone wants to admitt they have ever seen.  My family is gone, can't do this anymore. I am 100% alone"
518,"Hi,

I have been suffering from Complex PTSD for 7 years now

Was just hoping for any advice on medication/therapy that as helped people with this or people that you know of who suffer from this,

I have been through so many medications in past 7 years 
Numerous antipsychotics, benzos and anti- depressents 
and also have done heaps and heaps of different types of therapy.

This has all kept me alive - but I have had no improvement and
I cannot manage to live in survival mode forever - having no hope left due to medications and therapy I have done not making any improvement.

And hope lost for any sort of future living like this

Thanks for reading"
519,"Today I freaked out twice. One time a suicide attempt and the other was a knock-all-furniture-in-sight attack. So they said I should take 30 mg diazepam but Becky said it was poisoned so they pinned me down on the floor and forcibly injected 100 mg tranxene. I do feel a bit calmer now...
But Becky is annoyed and says I have to come now. So she's being a bit of a nuisance and the guys won't shut up either."
520,"Hey guys, help me diagnose myself a bit if you can... I seem to experience most of the symptoms associated with PTSD if I stretch it a bit, pretty sure I don't have it any more, but I'm 99% sure I did have it in the past as a child, and became afraid of many illogical things that reminded me of my trauma as a result. 

I got over that at some point, can't remember when, but other children became a form of trauma if I stretch the definition a bit. I don't believe that my schoolyard experience was traumatic enough to cause PTSD, and it'd be kind of pathetic if it was, but I'm not going to rule it out straight away. Not a day goes by where I don't remember my social failings in the past at least a dozen times at a guess, and now they are even worse with my occasional psychotic episodes which seem to be centred around me acting incredibly awkward and insane because I don't care any more.

Thanks for your time."
521,"First post here, such a lot to try and explain in one hit so I'll try and keep it as brief as I can.

I've been with my husband since I was 16, he is 7 years older than me, I am now 43 and he will be 50 in a weeks time.

We got married in Decemeber 2013 on our 25yrs to the day we met, we have had emotional trauma before, but that has been due to a few things. He went cold on me many times and I guess I reached out to anything that showed me love. I've not had an ""affair"" but there has been talk and flirtation, nothing serious. He does know about it and we have talked thing through many times. I thought all that was forgotten and in the past, and after a few years of things settling down and seeming to be ""happy"" we decided, well he asked me (again!!.. we were supposed to get married when I was 21 but he cancelled it, said we couldn't afford it, and this was after booking lots of things for the wedding, about 4 months to the actual wedding date, I was traumatised then, I guess my reaching out started sometime after that).. so we made the date for our 25th anniversary, like I said all ok and then 2014 we managed to finally get a mortage on a brand new, new build house,.... was really looking forward to starting a new life, in this new house with my now very happy life with the man I love.

We were due to move in the first week in December. One evening (not even into our first year as a married couple) first week in Oct, we were in bed and I was woken up by the light of his mobile phone, and noticed blurrily, he was looking at an image... I tried to grab it to get a better look, he said ""IT'S YOU""... but the phone flew out of his hand and I grumbled at him a bit, he then went to sleep, well I think so anyhow, I waited half an hour then reached up and managed to get it, and looked at his history, we have the same model phone so was easy to find out. It was a model who kind of looks a bit like me, long dark hair, dark eyes, but a much better body than mine.. I went nuts.. I stormed off into another room and sat down, he came in and said """"come on don't be silly, you look at porn too"""" (my argument was, if I had a sex life, I wouldn't need to look at porn!!!, but I found this personal as it wasn't a sex act, like the stuff I'd been looking at, he was looking at topless pics of beautiful women.. more on the latter comment soon)

Now to just let you know, our sex life has been bad for many many years, weeks, months have gone by and there's been no inclination of being intimate and when we did, it was brief and no passion, maybe twice a year we did have good sex but that was it.

A week passed, I didn't say much, but i'd always felt deep down that he was hiding something. we lived in a ground floor apartment, and when I would walk down the hall quietly, the web page he would be looking at would suddenly close, and I could have sworn many times he was closing down a pic of a nude woman. I have spoken about this but he tells me it's not true hmmm!!

I have in the past acted in a way as to say I don't trust him, not that I'm saying that think he's had an affair, it was just this feeling of something not being right and his focus has been elsewhere somehow. I know he shot a his work colleuges wedding before all this came out, this was after we got married in 2014, but I know that eve when he came home, I was acting a little arsey with him, which he did bring up once all this stuff came out, i.e. the next thing coming up (sorry I said I would keep this brief but I can't, if you got this far well done)

About a week after the first thing I found him looking at, I had a dig through his phone and found loads and loads of links to sites for glamour models (it was never sex porn, just models and sometimes these sites where they glamourize girls who take nude selfies) but some were of photography forums were we used to go to, we both are into photography and I am a makeup artist, we did get into erotica a little years ago but never really carried it out, just liked the imagary of it.. but these pics of women were more about their bodies, beauty, not the erotica I mention, it's totally different.

I went MENTAL and threw his phone at him, I just can't hold anything in when I get so upset, it just eats me alive, it's like I have to know what's behind it or it will always chew me up!! but he's never been one to explain things well, especially if he;s being threatened in any way.

He said, he looked at these things on his phone to catch me out, and he said"" it worked"" I guess that's a good excuse? maybe he did do it to catch me out, or not? who will ever know, but again, I felt FEEL, so so mortified like it's a personal attack on who I am!!!

A couple of days later, he was working nights and I tried keeping myself occupied by looking at different things, but this feeling wouldn't go and the more I then thought about how I felt, the more I was driven to do the next thing.. (to explain, it's like you think of one thing, like what does he see in this and that and why did he do this and that, and when did it happen, where was I when he was looking and your mind just can't switch off, it's horrible and all the while you feel sick to the pit of your stomach, to think you thought everything was ok and so happy being married, everything in the past as so much to look forward to then to be ripped away from you leaving this awful dark void) Sorry, I ramble, getting back to it.. A couple of days later, he was on a night shift, I decided I would spend the evening looking through his pc, I know this sounds awful, but this pc was originally a shared pc, and I guess through need with work, I needed a laptop, so over time it kinda became his and hers, although he has used my laptop too for things.. so!!

It was the worst thing I could have done, but I needed to know, I found all kinds and my heart was beating so hard, I could feel my pulse in my face, everything was racing and I felt faint with all this hardcore emotion.

I found he has been looking on a free webcam site and even recorded a woman for about 30 seconds, dark hair, perfect body, great boobs etc... wiggling about on cam with a stupid squeaky voice that still haunts me. then another was a pic of a woman on a phone sex chat line on our tv, over 3k pics or more I found of all kinds of stuff I can't remember all, but then I do try and get on with my day and something will trigger a memory and I will think of something I've seen and I'm set thinking negative hurtful feelings all over again. I searched through his YouTube history and it was laiden with erotic films I've never seen or heard of, clips of glamour women in fast cars with their boobs flying out, videos of womens up skirts... and then I found loads of pics of a woman who he works with... (will go into that more in a min)

I could go on and on about all kinds of stuff that I found, but I emailed him at work and called him stuff I won't repeat on here... he came back with I don't want to talk about this over email, as the emails at work are sometimes monitored as you can imagine... I had had a drink so I was quite fluid as you can imagine. He came back with it's to do with my mum!!! *felt confused at first* then he said, what she had!!

His mum died of Cancer in 2009 and then his uncle died of prostate Cancer a year later in his early 70's! Of course I love my husband very much so was willing to hear what he had to say. He said he's been worried sick that he has prostate Cancer as he's been suffering with Erectile Dysfunction for a while, I never really gave it 2 thoughts that he may have trouble down below, I just thought he wasn't that interested in me!!! But why not tell me??? He said he was too scared and stubborn to do anything about it. He never was one to go to the doctors, he would only ever go if there was something annoying but not serious and that was rare anyhow, and he definately didn't relish the thought of going to talk about why it wasn't working down below.

He said he will do anything for me and said he will go to the docs and have tests etc...

While we were still living in the city, we went to see a gp (not a great one) and they ran blood tests to see if he had raised cells that may suggest a Cancer, and it came back ok, then he had a few diff tests on his liver, rectal exam, and a camera into his bladder, the results came back and it said his prostate was only encrouching on his bladder slightly but put it down to ""his age"" which I find annoying as he's a very young 49 and looks at least 15 years younger. They said they would try him on a drug for ED sex side of things first before trying to treat any prostate trouble, as both drugs may have side effects... He just ended up having massive headaches, the results of taking the drugs really didn't seem to make much difference, maybe a tiny bit but we both knew it wasn't right for him. When we moved to the new house, we went with a new GP practice and they have been great for both of us... My low mood and depression has highs and lows, that have a pattern of a few good days, then a few bad, or then it will peak and I will just go into a wild rage again due to thinking about him and this other secret life he's had and not knowing how to deal with it.

It seemed that when I was worried he may have Cancer, that seemed to numb out all those feelings as I just was so worried for him, Once, I knew he was ok, that's when this all started kicking off again, and it's got worse and worse!!!!!

Firstly the new docs went crazy when they found out they gave him that drug without doing more indepth tests, which he is still waiting on at this very moment, they are testing him to see if he has low testosterone first and go from there....

For me, about 7 weeks ago, I went into see the nurse for a routine check up with being a new patient, he had one a week after me where he explained to the nurse all thats been happening! When I went to see the nurse, I ended up breaking down in tears and told her all of this... and she booked me an emergancy appointment to see a gp 90mins later... I was in the gp's office for an hour, just in floods of tears and told them I couldn't cope anymore! I told the doc that I had been drinking a lot over a decade, but he also has with me too, maybe dumbing down our emotions?

I have self harmed about 5 times after bust ups over this but was too scared to go too deep and 4 days ago, I took 2 of my 30mg Mirtazapine? unsure of the spelling without looking...

That ended up after a huge bust up and just wanting to end the constant feeling of being unworthy, ugly and lied to. I was out of it, he said he had been walking me up and down keeping me awake, I had been drinking that day before he came home with a friend, and I hoped to have a nice evening with him but it didn't end up that way, just this dark cloud just keeps coming over me and I can't get rid of it, I'm sick of it!!!

Before the mirtazapine incident, a week before that, after a bust up where I self harmed, the next day he emailed me from work and said lets sort this out once and for all and I will listen and tell you what you want to know when he gets home from work. We got something to drink to help the talk through (his idea) he said a few things, one I already knew, he said he had been looking at images of women to see if he could get things working downstairs, but to me this just seems a bit weird, why not just tell me and try things out with me instead, I was blunt before and then again over this, ""so you wanted to get an erection?"" I guess I was being hard on him, probably slightly humiliating him? or maybe just being factual, prob the latter as I need to know facts.. he said yes, but he said he never played with himself, (really???) :scratch: Although I forgot to say earlier, he had admitted that first night way back in this that he was playing with himself, and he did say that night as he couldn't sleep!! Urg!! makes me feel awful, anyhow, he swears he doesn't do that and it's never been him to do that, I know he's never liked full on porn, I've tried getting him to watch it with me in the past and he's pulled a face to it. Anyhow, he also said that he has looked at these women and said to himself, he wanted to see if he could see what I saw in other people in these women, and thought to himself, this woman will cheat, that woman will cheat, etc etc.... I said to him, but you asked to marry me, and you had all this ""£$^£"" going on!?!?!?! I've told him it's made me feel like the marriage is a fake, and I've been lied to, and to think, when we came back from honeymoon, not a week later, I've realised he's been looking at all this S**T and carried it on after we got back too and all the way into Oct the next year!!! I just feel I can't stop comparing myself to other women now and I go on this cam site everyday looking at these women and crying to myself.

Lastly a little on me, in 2006 I had a gastric band and dropped a huge 13st in a year, (14lbs to 1 stone if out of UK) and it left me with a lot of skin, but I have let him take glamour pics of me in late 2007 where you can't tell I have been big or see skin. My dad died 2 months after the op, I think that also kinda added to the weight loss with the berevement of it all. but since all that, I have gain back about half the weight, but I did drop 3 stone before the wedding and got into a size 18UK dress size, That's a 14US I think? but just to explain why I mentioned this, I am currently trying to lose the rest of the weight so I can have skin surgery as this alone has had a bad effect on my low self esteem, (the re gaining I mean and the excess skin) I was on a high when I was a size 14 at my lowest, and was one size away from getting skin surgery.. but in all this and he knows I have massive self esteem issues, I find this a horrible thing to do knowing how I would be if I ever found this out, which I did!!!...

Something I forgot to mention and this is the last of it ... the time I told you about him wanting to sort this out finally and he got a drink to help talk... and he told me the things why he was looking at them etc.... well 2 weeks before that I had to set up a password thing with a clue to a place I liked going to as a kid... it's about 4 hours drive away, won't say where, but after this chat he said to me he was taking me overnight to this place so we could have some special time together and it did really help and I thought it healed me... but yea, 3 days later.. the cloud comes knocking!!!!

Please help? xxx"
522,"I have been on the waiting list to get EMDR for 15 months now.

I went to my GP last tuesday 30th december with a pain in the roof of my mouth. Gp said due to your history (I have had mouth cancer before, 11 years ago) she said she'd put me forward to get it looked at. I am visiting the cancer unit at hospital on wednesday 7th jan. 

Maybe I should describe the PTSD pains in my mind and body as a form of cancer eating away at my desire to live with it."
523,"I have ptsd from sexual abuse that happened in my teens, but lately I've been getting what seem like flashbacks to sexual abuse happening when I was a little kid. How do I find out what actually happened? Will the memories come back to me completely?"
524,"I've just had a long chat with my psychiatrist and although she was very sweet and even called me sweetheart the outcome is not very good. 

Since taking the clozapine in tablets instead of a drink the amount in my blood has gone down drastically even though it's the same dose. I swore to her that I am not spitting them out I let her check my bag that I'm not keeping them for an overdose and eventually she decided to up the dose and see what my blood results will be when I'm on 700mg. She nearly put me back on the drink which is disgusting. 

She wants to send me to a long term therapy clinic which has a waiting list of six months and you stay there for up to two years, sectioned. She believes they can help me in therapy with my traumas. That means I can't go to uni in September. It means I could be sectioned for a maximum of another 2,5 years. 

She says I'm deteriorating since taking the clozapine in tablets. And after the suicide attempt this weekend she has decided to keep me on 1-1 and no more escorted walking outside. 

This all is a lot to take in. 
Thanks for reading it all and please can someone help me. 
I'm so confused."
525,These flashbacks are of my hospital stays. I can't stop flashing back to when I had to have shots to calm down or being touched inappropriately or being watched taking a shower. I'm so frightened. I'm so anxious.
526,"I have PTSD due to trauma, both childhood trauma and adult trauma. The traumatic experiences finally stopped about 10 years ago and over the years I've learned that I need to take responsibility for my choices in life. 

However, as part of that process I have also had to learn not to take responsibility for other peoples choices. It comes from the deeply ingrained feelings from childhood, that if somebody treats me badly, their choice has something to do with me = it must be my fault. 

This is a specific attitude that makes people like myself vulnerable to abusive relationships. It is common for abusers to make themselves out to be (and even believe) that they are the hard done by victim - that they wouldn't be abusive if...

I've had a hard day
pressure is getting to me
you caught me at a bad time
you don't know what I've been through in my life
if you'd had it as I have, you would be like me too

But other people often want to get involved and smooth things over...

well, they have had a hard life
they can be a bit feisty, just ignore it
they're usually nice
I'm sure it was nothing
It will blow over
you must understand they are very stressed at the moment

But by passing on all responsibility to the recipient of aggression, everybody involved enables it. Self-responsibility is key - however hard done by someone imagines themselves to be, however worse off than everyone else - enabling people to stay in that frame of mind and sweeping up after they abuse others, isn't supportive. It won't help them in the long run.

 Enabling becomes ingrained, but it doesn't succeed in preventing poor behaviour, it gives the message that it's ok. But more importantly here, it doesn't help those people that are stuck in the loop and giving up on their lives."
527,Anyone else suffer from this? I'm a bit disorientated so I'll post more later.
528,"Are there any medications that help.
I see my doctor monday and just wondered if it's worth asking for something"
529,"Trauma-focused psychotherapies for PTSD in people with experiences of psychosis: A change in the status quo?

The effectiveness of Prolonged Exposure (PE) and Eye Movement Desensitization and Reprocessing (EMDR) in treating Posttraumatic Stress Disorder (PTSD) has been well established. Indeed, they are recommended as first line treatments for PTSD in international treatment guidelines.

People who experience psychosis have traditionally been excluded from these trials. This is despite the fact that PTSD is a common comorbidity in psychosis (with 12.4% of people with psychosis also meeting criteria for PTSD) and that the presence of PTSD is associated with worse social and psychiatric outcomes in this group. The biological and psychological sequelae of trauma are also implicated in the genesis and maintenance of psychosis itself.

There has been some preliminary evidence for trauma-focused therapies being safe and effective for people experiencing psychosis. Despite this, the status quo of exclusion of people with psychosis from receiving evidence-based treatments for PTSD symptoms has remained. Van den Berg and colleagues’ RCT is long overdue and is a potential game changer in the landscape of psychological treatments for people experiencing psychosis… I hope.

http://www.thementalelf.net/mental-health-conditions/psychosis/trauma-focused-psychotherapies-for-ptsd-in-people-with-experiences-of-psychosis-a-change-in-the-status-quo/"
530,"And cptsd/bpd

Something very bad happened to you. It shouldn't have happened but it did. You will eventually come to terms with it. The sun will shine again. Rest."
